o;?Vernier Format 2
uteE> krogljiDna leE>aja 49.90g + 49.32g 2.cmbl 18.10.2022 18:52:53 ,
Latest
Time	GateState	Distance	Velocity	Acceleration
t	State	d	v	acc
s		m	m/s	m/sB2

1,2395056	1	0	 	 
1,2643828	0	 	 	 
1,7847824	1	0,05	0,111250269187	0,0717203507355
1,798796	0	 	 	 
2,1830828	1	0,1	0,139742671353	0,0713495641635
2,194328	0	 	 	 
2,5130824	1	0,15	0,16369115483	0,0737929358724
2,5230144	0	 	 	 
2,7999824	1	0,2	0,183333216614	0,0631332529271
2,8096952	0	 	 	 
3,0609808	1	0,25	0,201786606052	0,0782728969831
3,0691052	0	 	 	 
3,2978824	1	0,3	0,217096366305	0,0509770553453
3,3077824	0	 	 	 
3,5222828	1	0,35	0,23105565091	0,0734370241689
3,5308232	0	 	 	 
3,7317108	1	0,4	0,245883325735	0,068164622458
3,7390824	0	 	 	 
3,9296296	1	0,45	0,259872566966	0,0731988178174
3,9356824	0	 	 	 
4,1170828	1	0,5	0,273176710145	0,0687474725523
4,122812	0	 	 	 
4,2960828	1	0,55	0,286372014551	0,0786860962327
4,3017824	0	 	 	 
4,4666824	1	0,6	0,297573561859	0,0526336408298
4,4726932	0	 	 	 
4,6322828	1	0,65	0,30936464942	0,0897704543383
4,6376084	0	 	 	 
4,7902824	1	0,7	0,318914881207	0,0311188616763
4,7969824	0	 	 	 
4,9458828	1	0,75	0,327526145867	0,0795654895238
4,9519172	0	 	 	 
5,095812	1	0,8	0,338427680884	0,0658569500986
5,1011824	0	 	 	 
5,2414892	1	0,85	0,348743296826	0,0757659797958
5,2459888	0	 	 	 
5,3826952	1	0,9	0,358809694624	0,0668114998912
5,3870876	0	 	 	 
5,5202824	1	0,95	0,369473639126	0,0882021133254
5,5246824	0	 	 	 
5,653492	1	1	0,378065168644	0,0407905346201
5,6582268	0	 	 	 
5,784814	1	1,05	0,387541617671	0,103533326223
5,7890824	0	 	 	 
5,9116824	1	1,1	0,394839489899	0,0115130088496
5,9171064	0	 	 	 
6,0380832	1	1,15	0,401260351742	0,0900822633759
6,0429944	0	 	 	 
