o;?Vernier Format 2
pognano kolo z roko 3.cmbl 18.10.2022 17:42:04 ,
Latest
Time	GateState	Distance	Velocity	Acceleration
t	State	d	v	acc
s		m	m/s	m/sB2

0,2557832	1	0	 	 
0,2645088	0	 	 	 
0,53489	1	0,05	0,178857745104	-0,00204329884525
0,5436832	0	 	 	 
0,8148896	1	0,1	0,178412797495	-0,00113490289721
0,82503	0	 	 	 
1,0953888	1	0,15	0,177502220314	-0,00535764453902
1,1065932	0	 	 	 
1,3782832	1	0,2	0,176926390262	0,00128665513272
1,3903828	0	 	 	 
1,6605968	1	0,25	0,17658337034	-0,00371671816272
1,6698832	0	 	 	 
1,944598	1	0,3	0,175416574669	-0,00450011804127
1,9547888	0	 	 	 
2,2306836	1	0,35	0,173426081827	-0,00941524744633
2,2400196	0	 	 	 
2,5212832	1	0,4	0,171319904146	-0,00508014539864
2,5304832	0	 	 	 
2,8144088	1	0,45	0,170271816479	-0,00207097116696
2,8236144	0	 	 	 
3,1085832	1	0,5	0,169866042064	-0,000687762524823
3,1192288	0	 	 	 
3,4031084	1	0,55	0,169123899049	-0,00435182672025
3,4148832	0	 	 	 
3,6998828	1	0,6	0,168669196744	0,00128753070698
3,7125072	0	 	 	 
3,9959864	1	0,65	0,168229523198	-0,00425725850148
4,0057252	0	 	 	 
4,2943256	1	0,7	0,167005740816	-0,0039467078754
4,3050288	0	 	 	 
4,5947832	1	0,75	0,164987555954	-0,00948736642382
4,6046192	0	 	 	 
4,900524	1	0,8	0,162688036098	-0,00555491682087
4,9101984	0	 	 	 
5,2094904	1	0,85	0,161551434224	-0,00180252964693
5,219194	0	 	 	 
5,5195256	1	0,9	0,161162373978	-0,000707251476464
5,5307828	0	 	 	 
5,8299832	1	0,95	0,160466241657	-0,0037773050024
5,8423828	0	 	 	 
6,1427264	1	1	0,160065088187	0,00121191928433
6,1560832	0	 	 	 
6,4547308	1	1,05	0,159657296101	-0,00382593425583
6,4649944	0	 	 	 
6,7690856	1	1,1	0,158418207415	-0,00405744265767
6,7803832	0	 	 	 
7,085992	1	1,15	0,15620642237	-0,00990115864691
7,0964032	0	 	 	 
