o;?Vernier Format 2
uteE> 49.90g 2.cmbl 18.10.2022 17:57:08 ,
Latest
Time	GateState	Distance	Velocity	Acceleration
t	State	d	v	acc
s		m	m/s	m/sB2

2,0899844	1	0	 	 
2,1250032	0	 	 	 
2,7518004	1	0,05	0,0920908243368	0,0499870801625
2,7732836	0	 	 	 
3,2321268	1	0,1	0,116533936906	0,0517900137858
3,2475928	0	 	 	 
3,6266072	1	0,15	0,137936157771	0,056718398116
3,6379828	0	 	 	 
3,9654836	1	0,2	0,15737931931	0,0580323578445
3,9754812	0	 	 	 
4,2664832	1	0,25	0,175714918349	0,063799026906
4,2757836	0	 	 	 
4,5376828	1	0,3	0,19114380242	0,0499834718276
4,5469944	0	 	 	 
4,7908836	1	0,35	0,205647793547	0,0645816569312
4,7988828	0	 	 	 
5,0253832	1	0,4	0,217303260371	0,03482547915
5,0350832	0	 	 	 
5,2513836	1	0,45	0,227553857439	0,0558876086806
5,2600832	0	 	 	 
5,4654828	1	0,5	0,23900886118	0,0511188980322
5,4730164	0	 	 	 
5,6701984	1	0,55	0,25006100294	0,0568566715895
5,6764836	0	 	 	 
5,8658	1	0,6	0,260894006447	0,0539093293773
5,8718832	0	 	 	 
6,0537972	1	0,65	0,27225166002	0,066918572023
6,0597864	0	 	 	 
6,2334828	1	0,7	0,281847955521	0,03989349863
6,239804	0	 	 	 
6,4087104	1	0,75	0,291635835367	0,0718226904389
6,4143836	0	 	 	 
6,5766828	1	0,8	0,299416362781	0,0208178554382
6,5837152	0	 	 	 
6,742716	1	0,85	0,306246437052	0,0614557412976
6,7491944	0	 	 	 
6,9033928	1	0,9	0,315400157421	0,052483799055
6,909112	0	 	 	 
7,059884	1	0,95	0,324295796943	0,0612048878738
7,0646984	0	 	 	 
7,211884	1	1	0,333067922184	0,0542178126691
7,2165848	0	 	 	 
7,3602128	1	1,05	0,342345896122	0,0708822884373
7,3649848	0	 	 	 
7,50412	1	1,1	0,349713614391	0,0315131201124
7,5092848	0	 	 	 
7,6461848	1	1,15	0,358104022622	0,086607740662
7,6507848	0	 	 	 
7,783528	1	1,2	0,364511284479	0,00669519471643
7,7893848	0	 	 	 
