o;?Vernier Format 2
uteE> krogljiDna leE>aja 49.90g 3.cmbl 18.10.2022 18:49:08 ,
Latest
Time	GateState	Distance	Velocity	Acceleration
t	State	d	v	acc
s		m	m/s	m/sB2

6,3242228	1	0	 	 
6,3735824	0	 	 	 
7,2755824	1	0,05	0,0694461605376	0,0355066539368
7,2980944	0	 	 	 
7,8968832	1	0,1	0,0918183262898	0,0365105259937
7,913984	0	 	 	 
8,3925832	1	0,15	0,110091344455	0,0372155912741
8,407384	0	 	 	 
8,8163928	1	0,2	0,1246385638	0,0314341955407
8,8307128	0	 	 	 
9,1990848	1	0,25	0,137790768849	0,0373010016907
9,2110056	0	 	 	 
9,5456928	1	0,3	0,148799591692	0,0262221878646
9,5595856	0	 	 	 
9,8723152	1	0,35	0,158644888842	0,0340633109236
9,8848248	0	 	 	 
10,1774864	1	0,4	0,168886789563	0,0330590172721
10,1881248	0	 	 	 
10,465428	1	0,45	0,178674587677	0,0349255887305
10,4742008	0	 	 	 
10,7380048	1	0,5	0,18817682631	0,0347959622821
10,7463872	0	 	 	 
10,9974872	1	0,55	0,19798123927	0,0407730393925
11,0057256	0	 	 	 
11,2437896	1	0,6	0,206284806905	0,0266527561733
11,2524856	0	 	 	 
11,482492	1	0,65	0,214643065436	0,043378031378
11,4901952	0	 	 	 
11,7101976	1	0,7	0,22156921745	0,0174562389615
11,719588	0	 	 	 
11,9338896	1	0,75	0,227670653665	0,037095879265
11,9425896	0	 	 	 
12,1497104	1	0,8	0,235173637178	0,0324338742482
12,1573904	0	 	 	 
12,3592904	1	0,85	0,242434525583	0,036856023686
12,3657096	0	 	 	 
12,562396	1	0,9	0,249383860706	0,0315747347251
12,5687192	0	 	 	 
12,760408	1	0,95	0,256676026376	0,0420790405077
12,7667912	0	 	 	 
12,9521912	1	1	0,262502900537	0,0186861793937
12,9589912	0	 	 	 
13,1413912	1	1,05	0,268667913283	0,0464830885302
13,1475192	0	 	 	 
13,3245912	1	1,1	0,273751355653	0,00901300721741
13,3321248	0	 	 	 
13,5066928	1	1,15	0,278014798063	0,0378118686763
13,5138336	0	 	 	 
13,684392	1	1,2	0,284142532492	0,0311556272781
