o;?Vernier Format 2
uteE> 49.90g 4.cmbl 18.10.2022 18:09:24 ,
Latest
Time	GateState	Distance	Velocity	Acceleration
t	State	d	v	acc
s		m	m/s	m/sB2

1,9073828	1	0	 	 
1,9867836	0	 	 	 
2,9670024	1	0,05	0,0742030721285	0,0509925014571
2,9955832	0	 	 	 
3,5313832	1	0,1	0,103372467017	0,0523752774922
3,5504992	0	 	 	 
3,9669984	1	0,15	0,126236890789	0,0526000483069
3,9812832	0	 	 	 
4,3348828	1	0,2	0,14655578812	0,0578634414813
4,3455832	0	 	 	 
4,655728	1	0,25	0,165020268979	0,0572355586503
4,6652836	0	 	 	 
4,9442816	1	0,3	0,182321896702	0,0626841215993
4,953184	0	 	 	 
5,2066852	1	0,35	0,19688610139	0,0483220131317
5,2157832	0	 	 	 
5,4531828	1	0,4	0,210699862106	0,0637582725708
5,460994	0	 	 	 
5,6825288	1	0,45	0,221679021244	0,0319849201432
5,6922832	0	 	 	 
5,9045248	1	0,5	0,231381044971	0,0554222739184
5,9130968	0	 	 	 
6,115298	1	0,55	0,242480218341	0,0498963659263
6,122782	0	 	 	 
6,317302	1	0,6	0,253226165458	0,0564970432891
6,3234868	0	 	 	 
6,5105864	1	0,65	0,263851671219	0,0534498097457
6,5165828	0	 	 	 
6,6965828	1	0,7	0,274806253576	0,0643436782668
6,7024828	0	 	 	 
6,8748104	1	0,75	0,283758373896	0,0361134935822
6,881112	0	 	 	 
7,049084	1	0,8	0,293261699737	0,0729486459606
7,054684	0	 	 	 
7,2161104	1	0,85	0,300580289571	0,0146852829703
7,2232848	0	 	 	 
7,3817848	1	0,9	0,306838999715	0,0608690590925
7,3882176	0	 	 	 
7,5421848	1	0,95	0,31575555096	0,0503098841083
7,5478856	0	 	 	 
7,6985864	1	1	0,324274383131	0,0586254742425
7,7034	0	 	 	 
7,8506856	1	1,05	0,332763352495	0,0529986416442
7,8554008	0	 	 	 
7,9991864	1	1,1	0,341792367461	0,068603598423
8,0039864	0	 	 	 
8,1433872	1	1,15	0,348819232488	0,028855847392
8,148488	0	 	 	 
8,285888	1	1,2	0,356764741314	0,0826594399048
8,290488	0	 	 	 
