o;?Vernier Format 2
uteE> krogljiDna leE>aja 49.90g + 49.32g 3.cmbl 18.10.2022 18:53:33 ,
Latest
Time	GateState	Distance	Velocity	Acceleration
t	State	d	v	acc
s		m	m/s	m/sB2

1,0174972	1	0	 	 
1,0418952	0	 	 	 
1,5252836	1	0,05	0,11639148033	0,0706000829791
1,5435836	0	 	 	 
1,9099836	1	0,1	0,142995508086	0,0677104330387
1,9214052	0	 	 	 
2,2346836	1	0,15	0,165193322212	0,0690177106413
2,2454836	0	 	 	 
2,520316	1	0,2	0,183936168918	0,0622198289775
2,529184	0	 	 	 
2,7806836	1	0,25	0,200987164355	0,0687564940119
2,7885008	0	 	 	 
3,0196852	1	0,3	0,217402070821	0,0686058204326
3,026906	0	 	 	 
3,2418836	1	0,35	0,232896111261	0,0708554937852
3,2496836	0	 	 	 
3,449984	1	0,4	0,246616586487	0,0610085028842
3,4580256	0	 	 	 
3,6478836	1	0,45	0,260073397792	0,0749878437949
3,6561024	0	 	 	 
3,8350848	1	0,5	0,273557997308	0,0690774668523
3,8410876	0	 	 	 
4,0138276	1	0,55	0,286320234866	0,0737225514831
4,020084	0	 	 	 
4,1846984	1	0,6	0,297623316977	0,058577199101
4,1901836	0	 	 	 
4,3500068	1	0,65	0,308094392867	0,0681081464707
4,3551196	0	 	 	 
4,5094836	1	0,7	0,319278881017	0,0721566211923
4,5144048	0	 	 	 
4,6634092	1	0,75	0,329970106379	0,0667575732198
4,6688996	0	 	 	 
4,812684	1	0,8	0,338751377588	0,050894853162
4,818584	0	 	 	 
4,9586836	1	0,85	0,348097509393	0,0771347004143
4,9648156	0	 	 	 
5,1001056	1	0,9	0,358240150508	0,0663032528786
5,1046912	0	 	 	 
5,2379192	1	0,95	0,368045763212	0,0759992877143
5,2427848	0	 	 	 
5,371918	1	1	0,37661913647	0,0519626531088
5,376284	0	 	 	 
5,503484	1	1,05	0,384470523229	0,0673901699452
5,507584	0	 	 	 
5,6320836	1	1,1	0,393615498762	0,0748338421427
5,6360844	0	 	 	 
5,7576132	1	1,15	0,402315192147	0,0637739983242
5,7621168	0	 	 	 
5,8806932	1	1,2	0,409012292402	0,0450511601928
