o;?Vernier Format 2
uteE> 49.90g + 49.32g 3.cmbl 18.10.2022 18:17:05 ,
Latest
Time	GateState	Distance	Velocity	Acceleration
t	State	d	v	acc
s		m	m/s	m/sB2

3,3215828	1	0	 	 
3,3730008	0	 	 	 
3,9937828	1	0,05	0,111619696585	0,110791646431
4,0114824	0	 	 	 
4,3710828	1	0,1	0,153616456832	0,111825688567
4,3827824	0	 	 	 
4,6651036	1	0,15	0,186744034083	0,113516037262
4,6734824	0	 	 	 
4,9140184	1	0,2	0,214907137256	0,112771055136
4,9213824	0	 	 	 
5,1339824	1	0,25	0,240425996905	0,119256546188
5,1407224	0	 	 	 
5,332202	1	0,3	0,261647144994	0,0948610091854
5,3390284	0	 	 	 
5,5171016	1	0,35	0,28185387563	0,123708751219
5,5229824	0	 	 	 
5,6880828	1	0,4	0,298880515444	0,0754551312917
5,69518	0	 	 	 
5,8519828	1	0,45	0,314618750468	0,116591665826
5,8582856	0	 	 	 
6,0064824	1	0,5	0,332085118178	0,10951076693
6,0118828	0	 	 	 
6,1534832	1	0,55	0,348845975981	0,118526873734
6,1579828	0	 	 	 
6,2934832	1	0,6	0,364972330909	0,111849625234
6,2977836	0	 	 	 
6,4277188	1	0,65	0,38117934496	0,129621550083
6,4319972	0	 	 	 
6,5560888	1	0,7	0,394665839679	0,0804975543683
6,5606204	0	 	 	 
6,6811824	1	0,75	0,408902779503	0,147123040508
6,6851828	0	 	 	 
6,8008832	1	0,8	0,420683227705	0,0497085295817
6,8058832	0	 	 	 
6,9189144	1	0,85	0,430898435916	0,12338482557
6,9235184	0	 	 	 
7,0330848	1	0,9	0,444075925746	0,107454162998
7,0371032	0	 	 	 
7,1441848	1	0,95	0,456814261918	0,121858819396
7,1475856	0	 	 	 
7,2520856	1	1	0,469179162715	0,107331340407
7,2554856	0	 	 	 
7,3573864	1	1,05	0,482385970822	0,143508313366
7,3607864	0	 	 	 
7,4594872	1	1,1	0,493141755519	0,0671812149583
7,4630872	0	 	 	 
7,5601872	1	1,15	0,505012658904	0,168586478883
7,563488	0	 	 	 
7,6576104	1	1,2	0,514146338798	0,01891875384
7,661716	0	 	 	 
