o;?Vernier Format 2
uteE> 49.90g 3.cmbl 18.10.2022 18:05:55 ,
Latest
Time	GateState	Distance	Velocity	Acceleration
t	State	d	v	acc
s		m	m/s	m/sB2

1,3306224	1	0	 	 
1,3937824	0	 	 	 
2,2687828	1	0,05	0,0771524238074	0,0508583253994
2,2920916	0	 	 	 
2,8175824	1	0,1	0,106201902706	0,0550071996428
2,8323184	0	 	 	 
3,2417824	1	0,15	0,130089795527	0,0576184147889
3,2538824	0	 	 	 
3,5980272	1	0,2	0,150889730451	0,0591548541756
3,6088084	0	 	 	 
3,9102824	1	0,25	0,167658505499	0,0482494423644
3,9209072	0	 	 	 
4,1967032	1	0,3	0,183101778486	0,0595868110572
4,2056924	0	 	 	 
4,4586136	1	0,35	0,195571351943	0,0356333364196
4,4687068	0	 	 	 
4,7085824	1	0,4	0,206784648885	0,0540842358706
4,7181164	0	 	 	 
4,9431824	1	0,45	0,218972459013	0,049818663772
4,9513824	0	 	 	 
5,16588	1	0,5	0,230791355822	0,056324346378
5,172614	0	 	 	 
5,3770828	1	0,55	0,242443932188	0,05402055782
5,3835828	0	 	 	 
5,5787836	1	0,6	0,254238674547	0,0629322986826
5,5851828	0	 	 	 
5,770882	1	0,65	0,264025936238	0,0389661209879
5,7776008	0	 	 	 
5,9576824	1	0,7	0,274112174963	0,069023355749
5,9636824	0	 	 	 
6,1360824	1	0,75	0,282177222016	0,0213919699607
6,1430824	0	 	 	 
6,3121016	1	0,8	0,289447588814	0,0612168226898
6,3189824	0	 	 	 
6,4817992	1	0,85	0,299098793209	0,0525290923352
6,4878264	0	 	 	 
6,6465836	1	0,9	0,308534704892	0,0619952398646
6,6516824	0	 	 	 
6,806084	1	0,95	0,317882094043	0,0552131075833
6,8110816	0	 	 	 
6,9612832	1	1	0,327728500376	0,0716742260264
6,966284	0	 	 	 
7,1113848	1	1,05	0,335567275263	0,0327720275302
7,116716	0	 	 	 
7,2593176	1	1,1	0,344086697592	0,082407599028
7,2641072	0	 	 	 
7,4021856	1	1,15	0,350522730848	0,00769001913209
7,4078856	0	 	 	 
7,5446072	1	1,2	0,355974032601	0,068861595979
7,5501856	0	 	 	 
