o;?Vernier Format 2
uteE> krogljiDna leE>aja 49.90g 1.cmbl 18.10.2022 18:47:18 ,
Latest
Time	GateState	Distance	Velocity	Acceleration
t	State	d	v	acc
s		m	m/s	m/sB2

1,1198044	1	0	 	 
1,1716096	0	 	 	 
2,0693904	1	0,05	0,0674945896219	0,0312558617896
2,0958848	0	 	 	 
2,713984	1	0,1	0,0882027221829	0,0329958855469
2,7317248	0	 	 	 
3,230884	1	0,15	0,105504611303	0,0339489359678
3,245784	0	 	 	 
3,6733052	1	0,2	0,120816857338	0,0352712823893
3,686786	0	 	 	 
4,064784	1	0,25	0,133263634383	0,0283172288902
4,0781176	0	 	 	 
4,4261092	1	0,3	0,144650010211	0,0347084102194
4,4374876	0	 	 	 
4,7585148	1	0,35	0,154186543819	0,022670488377
4,7720844	0	 	 	 
5,0754144	1	0,4	0,163274980253	0,0346879711095
5,087584	0	 	 	 
5,3722844	1	0,45	0,173377486487	0,0333721645353
5,3826316	0	 	 	 
5,653084	1	0,5	0,183001799577	0,0351771716418
5,661684	0	 	 	 
5,9194844	1	0,55	0,192279530707	0,0344753598918
5,927684	0	 	 	 
6,1737276	1	0,6	0,201823911392	0,0406053556136
6,1818072	0	 	 	 
6,415584	1	0,65	0,209776332923	0,0251561585009
6,4240888	0	 	 	 
6,6506208	1	0,7	0,217696099189	0,042235554341
6,658186	0	 	 	 
6,8753976	1	0,75	0,224157875901	0,0152594959654
6,8847088	0	 	 	 
7,0967864	1	0,8	0,229982190301	0,0373566652868
7,105424	0	 	 	 
7,3104856	1	0,85	0,23745908567	0,0326192201536
7,3180864	0	 	 	 
7,518088	1	0,9	0,24445417293	0,0347700514528
7,5244984	0	 	 	 
7,7197336	1	0,95	0,251146428653	0,0316063606562
7,7260008	0	 	 	 
7,9163872	1	1	0,258354382909	0,0416997395765
7,922688	0	 	 	 
8,106988	1	1,05	0,263868910298	0,01616494293
8,1137328	0	 	 	 
8,2953888	1	1,1	0,26982291705	0,0470408051571
8,3014888	0	 	 	 
8,4777952	1	1,15	0,274702434939	0,00646080321529
8,4853928	0	 	 	 
8,6594224	1	1,2	0,278878325244	0,0395222907857
